ESTADO,CH06,PONDIIO,PP04D_COD,NIVEL_ED,ANO4,PP04B_COD,TRIMESTRE,AGLOMERADO,CH04,Actividad,Periodo
1,47,385,48313.0,4,2020,8401,4,7,1,Servicios de la administración pública y prestación pública de servicios a la comunidad,2020-T4
1,39,399,10313.0,4,2020,8600,4,7,2,Actividades de atención a la salud humana,2020-T4
1,36,412,92332.0,6,2020,9501,4,7,1,Reparación de equipos informáticos,2020-T4
1,34,407,40311.0,6,2020,7500,4,7,2,Actividades veterinarias,2020-T4
1,29,306,40312.0,6,2020,8600,4,7,1,Actividades de atención a la salud humana,2020-T4
1,26,317,10333.0,6,2020,6900,4,7,1,Actividades jurídicas y de contabilidad,2020-T4
1,37,310,46311.0,6,2020,8401,4,7,2,Servicios de la administración pública y prestación pública de servicios a la comunidad,2020-T4
1,34,306,43332.0,5,2020,8401,4,7,2,Servicios de la administración pública y prestación pública de servicios a la comunidad,2020-T4
1,46,320,10201.0,6,2020,8401,4,7,1,Servicios de la administración pública y prestación pública de servicios a la comunidad,2020-T4
1,46,331,3001.0,6,2020,8600,4,7,2,Actividades de atención a la salud humana,2020-T4
1,36,319,10313.0,6,2020,8501,4,7,2,"Enseñanza inicial y primaria, secundaria, terciaria, universitaria y de posgrado",2020-T4
1,53,292,41332.0,6,2020,8501,4,7,2,"Enseñanza inicial y primaria, secundaria, terciaria, universitaria y de posgrado",2020-T4
1,28,136,30113.0,4,2020,4803,4,15,1,"Comercio de alimentos, bebidas y tabaco",2020-T4
1,31,154,70312.0,6,2020,8401,4,15,2,Servicios de la administración pública y prestación pública de servicios a la comunidad,2020-T4
1,51,157,55314.0,1,2020,9700,4,15,2,Actividades de los hogares como empleadores de personal doméstico,2020-T4
1,25,174,53113.0,3,2020,5602,4,15,1,Servicios de expendio de comidas y bebidas por vendedores ambulantes,2020-T4
1,44,187,30332.0,6,2020,7900,4,15,2,"Agencias de viajes, operadores turísticos y actividades conexas",2020-T4
1,49,171,51112.0,6,2020,9301,4,15,1,Actividades para la práctica deportiva,2020-T4
1,53,309,47313.0,2,2020,8000,4,7,1,Actividades de investigación y seguridad,2020-T4
1,40,201,80113.0,4,2020,1600,4,7,1,"Producción de madera y fabricación de productos de madera y corcho, excepto muebles; fabricación",2020-T4
1,56,342,57113.0,5,2020,9602,4,7,2,Servicios de peluquería y tratamientos de belleza,2020-T4
1,30,298,41331.0,6,2020,8501,4,7,1,"Enseñanza inicial y primaria, secundaria, terciaria, universitaria y de posgrado",2020-T4
1,48,208,80323.0,3,2020,1009,4,7,1,Elaboración de productos alimenticios n.c.p.,2020-T4
1,47,209,80123.0,4,2020,1009,4,7,2,Elaboración de productos alimenticios n.c.p.,2020-T4
1,19,209,30113.0,5,2020,1009,4,7,1,Elaboración de productos alimenticios n.c.p.,2020-T4
1,36,326,10333.0,4,2020,4000,4,7,2,Construcción,2020-T4
1,56,341,72113.0,1,2020,4000,4,7,1,Construcción,2020-T4
1,39,291,30113.0,4,2020,4803,4,7,1,"Comercio de alimentos, bebidas y tabaco",2020-T4
1,32,302,30113.0,4,2020,4808,4,7,2,Tiendas no especializadas con predominancia de alimento y bebidas,2020-T4
1,22,312,10333.0,4,2020,8600,4,8,2,Actividades de atención a la salud humana,2020-T4
1,27,312,10313.0,4,2020,8600,4,8,2,Actividades de atención a la salud humana,2020-T4
1,31,311,10333.0,4,2020,8600,4,8,2,Actividades de atención a la salud humana,2020-T4
1,25,312,10333.0,3,2020,8600,4,8,1,Actividades de atención a la salud humana,2020-T4
1,24,325,20313.0,4,2020,4807,4,8,1,"Comercio de mercaderías n.c.p., incluso mercaderías usadas",2020-T4
1,22,325,72312.0,4,2020,4000,4,8,1,Construcción,2020-T4
1,55,271,3001.0,6,2020,8401,4,15,1,Servicios de la administración pública y prestación pública de servicios a la comunidad,2020-T4
1,43,294,40311.0,6,2020,8401,4,15,2,Servicios de la administración pública y prestación pública de servicios a la comunidad,2020-T4
1,41,223,30333.0,3,2020,4803,4,15,2,"Comercio de alimentos, bebidas y tabaco",2020-T4
1,39,235,53313.0,3,2020,1009,4,15,1,Elaboración de productos alimenticios n.c.p.,2020-T4
1,43,325,72113.0,3,2020,4000,4,8,1,Construcción,2020-T4
1,63,218,10333.0,2,2020,6500,4,8,1,"Seguros, reaseguros y fondos de pensiones, excepto los planes de seguridad social de afiliación obligatoria",2020-T4
1,27,295,72314.0,4,2020,4000,4,8,1,Construcción,2020-T4
1,35,333,72314.0,4,2020,4000,4,8,1,Construcción,2020-T4
1,36,333,30119.0,4,2020,0045,4,8,2,Comercio y reparación de vehículos automotores y motocicletas,2020-T4
1,64,539,30313.0,3,2020,4803,4,8,1,"Comercio de alimentos, bebidas y tabaco",2020-T4
1,40,539,30314.0,3,2020,4807,4,8,1,"Comercio de mercaderías n.c.p., incluso mercaderías usadas",2020-T4
1,33,143,82313.0,3,2020,4504,4,15,1,"Venta, mantenimiento y reparación de motocicletas y de sus piezas y accesorios",2020-T4
1,37,539,30203.0,4,2020,1009,4,8,2,Elaboración de productos alimenticios n.c.p.,2020-T4
1,28,539,30314.0,4,2020,5601,4,8,2,"Servicios de expendio de comidas y bebidas, excepto por vendedores ambulantes",2020-T4
1,50,176,53313.0,4,2020,5601,4,8,1,"Servicios de expendio de comidas y bebidas, excepto por vendedores ambulantes",2020-T4
1,39,187,10323.0,4,2020,8401,4,8,1,Servicios de la administración pública y prestación pública de servicios a la comunidad,2020-T4
1,40,322,20333.0,5,2020,4808,4,8,2,Tiendas no especializadas con predominancia de alimento y bebidas,2020-T4
1,50,323,80323.0,2,2020,4807,4,8,1,"Comercio de mercaderías n.c.p., incluso mercaderías usadas",2020-T4
1,52,323,80113.0,3,2020,4807,4,8,2,"Comercio de mercaderías n.c.p., incluso mercaderías usadas",2020-T4
1,32,211,30133.0,6,2020,6500,4,12,1,"Seguros, reaseguros y fondos de pensiones, excepto los planes de seguridad social de afiliación obligatoria",2020-T4
1,37,212,41332.0,6,2020,8501,4,12,2,"Enseñanza inicial y primaria, secundaria, terciaria, universitaria y de posgrado",2020-T4
1,39,966,30313.0,4,2020,4803,4,8,1,"Comercio de alimentos, bebidas y tabaco",2020-T4
1,63,128,30313.0,3,2020,4803,4,8,1,"Comercio de alimentos, bebidas y tabaco",2020-T4
1,28,128,5002.0,4,2020,4803,4,8,1,"Comercio de alimentos, bebidas y tabaco",2020-T4
1,54,38,72113.0,2,2020,4000,4,8,1,Construcción,2020-T4
1,50,182,10313.0,6,2020,8401,4,12,2,Servicios de la administración pública y prestación pública de servicios a la comunidad,2020-T4
1,54,786,11131.0,6,2020,6900,4,12,1,Actividades jurídicas y de contabilidad,2020-T4
1,31,201,80132.0,6,2020,7400,4,15,2,"Otras actividades profesionales, científicas y técnicas",2020-T4
1,36,192,80113.0,5,2020,1100,4,15,1,Elaboración de bebidas,2020-T4
1,57,230,10333.0,4,2020,6400,4,15,2,"Intermediación financiera y otros servicios financieros, excepto los de seguros y administración de fon-",2020-T4
1,22,409,30113.0,4,2020,4803,4,8,2,"Comercio de alimentos, bebidas y tabaco",2020-T4
1,46,410,34123.0,2,2020,4903,4,8,1,Transporte automotor de pasajeros,2020-T4
1,25,409,35333.0,5,2020,8200,4,8,1,Actividades administrativas de oficinas y otras actividades auxiliares de las empresas,2020-T4
1,36,172,48333.0,5,2020,8401,4,8,2,Servicios de la administración pública y prestación pública de servicios a la comunidad,2020-T4
1,39,172,30333.0,4,2020,4805,4,8,1,"Comercio de materiales de construcción, artículos de ferretería, plomería, pinturería, espejos y artículos",2020-T4
1,40,294,41332.0,6,2020,8501,4,8,2,"Enseñanza inicial y primaria, secundaria, terciaria, universitaria y de posgrado",2020-T4
1,40,294,55314.0,4,2020,9700,4,8,2,Actividades de los hogares como empleadores de personal doméstico,2020-T4
1,55,320,10201.0,6,2020,8401,4,12,1,Servicios de la administración pública y prestación pública de servicios a la comunidad,2020-T4
1,45,327,40331.0,6,2020,8600,4,12,2,Actividades de atención a la salud humana,2020-T4
1,44,318,30313.0,4,2020,4810,4,12,2,Venta al por menor en puestos móviles y no realizadas en tiendas n.c.p.,2020-T4
1,28,334,33114.0,3,2020,4810,4,12,1,Venta al por menor en puestos móviles y no realizadas en tiendas n.c.p.,2020-T4
1,34,336,80323.0,2,2020,2500,4,12,1,"Fabricación de productos elaborados de metal y servicios de trabajos de metales, excepto máquinas y",2020-T4
1,33,321,10312.0,6,2020,4808,4,12,1,Tiendas no especializadas con predominancia de alimento y bebidas,2020-T4
1,28,513,10312.0,5,2020,6900,4,12,1,Actividades jurídicas y de contabilidad,2020-T4
1,28,521,40111.0,6,2020,8600,4,12,2,Actividades de atención a la salud humana,2020-T4
1,42,372,41332.0,6,2020,8501,4,12,2,"Enseñanza inicial y primaria, secundaria, terciaria, universitaria y de posgrado",2020-T4
1,30,195,10313.0,4,2020,8600,4,12,2,Actividades de atención a la salud humana,2020-T4
1,59,173,56333.0,4,2020,8501,4,12,2,"Enseñanza inicial y primaria, secundaria, terciaria, universitaria y de posgrado",2020-T4
1,47,168,41313.0,6,2020,8501,4,12,1,"Enseñanza inicial y primaria, secundaria, terciaria, universitaria y de posgrado",2020-T4
1,42,174,10313.0,6,2020,8501,4,12,2,"Enseñanza inicial y primaria, secundaria, terciaria, universitaria y de posgrado",2020-T4
1,36,212,53313.0,4,2020,4808,4,12,1,Tiendas no especializadas con predominancia de alimento y bebidas,2020-T4
1,24,923,32314.0,5,2020,4808,4,12,1,Tiendas no especializadas con predominancia de alimento y bebidas,2020-T4
1,53,215,80113.0,3,2020,2500,4,7,1,"Fabricación de productos elaborados de metal y servicios de trabajos de metales, excepto máquinas y",2020-T4
1,31,223,50112.0,6,2020,7400,4,7,2,"Otras actividades profesionales, científicas y técnicas",2020-T4
1,36,468,30313.0,4,2020,4808,4,7,2,Tiendas no especializadas con predominancia de alimento y bebidas,2020-T4
1,19,413,30113.0,4,2020,4804,4,7,2,"Comercio de textiles y avíos, mercería, prendas de vestir, calzado, marroquinería y artículos similares",2020-T4
1,20,398,30139.0,3,2020,4811,4,7,1,"Venta al por menor por correo, televisión, internet y otros medios de comunicación",2020-T4
1,26,495,10313.0,4,2020,8401,4,7,1,Servicios de la administración pública y prestación pública de servicios a la comunidad,2020-T4
1,36,255,40331.0,6,2020,8600,4,7,2,Actividades de atención a la salud humana,2020-T4
1,43,288,53203.0,6,2020,5500,4,7,1,"Servicios de alojamiento en hoteles, campamentos y otros tipos de hospedaje temporal",2020-T4
1,59,179,5001.0,6,2020,6900,4,15,1,Actividades jurídicas y de contabilidad,2020-T4
1,28,192,5001.0,6,2020,6900,4,15,1,Actividades jurídicas y de contabilidad,2020-T4
1,41,219,82313.0,4,2020,4504,4,15,1,"Venta, mantenimiento y reparación de motocicletas y de sus piezas y accesorios",2020-T4
1,26,263,47313.0,6,2020,8000,4,7,1,Actividades de investigación y seguridad,2020-T4
1,36,586,48333.0,6,2020,8401,4,7,1,Servicios de la administración pública y prestación pública de servicios a la comunidad,2020-T4
1,35,606,10333.0,6,2020,8401,4,7,2,Servicios de la administración pública y prestación pública de servicios a la comunidad,2020-T4
1,65,453,36313.0,2,2020,4805,4,7,1,"Comercio de materiales de construcción, artículos de ferretería, plomería, pinturería, espejos y artículos",2020-T4
1,39,402,34323.0,1,2020,4904,4,7,1,Transporte automotor de cargas,2020-T4
1,37,415,41312.0,6,2020,8700,4,7,2,Asistencia social relacionada con la atención a la salud,2020-T4
1,50,226,30132.0,6,2020,6900,4,7,2,Actividades jurídicas y de contabilidad,2020-T4
1,29,314,32314.0,4,2020,0048,4,12,1,"Comercio, excepto de vehículos automotores y motocicletas",2020-T4
1,45,292,72113.0,4,2020,4000,4,8,1,Construcción,2020-T4
1,35,166,81132.0,6,2020,6200,4,15,1,Actividades de programación y consultoría informáticas y otras actividades conexas,2020-T4
1,26,202,80313.0,4,2020,1002,4,15,1,"Preparación de frutas, hortalizas y legumbres; aceites y grasas",2020-T4
1,50,233,72313.0,2,2020,4000,4,15,1,Construcción,2020-T4
1,30,162,72314.0,4,2020,4000,4,15,1,Construcción,2020-T4
1,36,215,34323.0,3,2020,4904,4,7,1,Transporte automotor de cargas,2020-T4
1,35,234,10333.0,6,2020,8401,4,7,2,Servicios de la administración pública y prestación pública de servicios a la comunidad,2020-T4
1,42,147,40312.0,6,2020,8600,4,8,2,Actividades de atención a la salud humana,2020-T4
1,44,147,72314.0,3,2020,4000,4,8,1,Construcción,2020-T4
1,41,112,30313.0,4,2020,4803,4,8,1,"Comercio de alimentos, bebidas y tabaco",2020-T4
1,20,112,72314.0,4,2020,4000,4,8,1,Construcción,2020-T4
1,45,202,49332.0,4,2020,8401,4,8,1,Servicios de la administración pública y prestación pública de servicios a la comunidad,2020-T4
1,33,239,60314.0,2,2020,0101,4,8,1,Cultivos agrícolas,2020-T4
1,31,239,57314.0,4,2020,9700,4,8,2,Actividades de los hogares como empleadores de personal doméstico,2020-T4
1,28,240,48313.0,4,2020,8401,4,8,1,Servicios de la administración pública y prestación pública de servicios a la comunidad,2020-T4
1,56,240,47313.0,4,2020,5202,4,8,1,Servicios auxiliares al transporte,2020-T4
1,64,861,34323.0,4,2020,4903,4,8,1,Transporte automotor de pasajeros,2020-T4
1,64,861,10313.0,4,2020,9602,4,8,2,Servicios de peluquería y tratamientos de belleza,2020-T4
1,26,861,10333.0,4,2020,6900,4,8,1,Actividades jurídicas y de contabilidad,2020-T4
1,66,290,30113.0,1,2020,4803,4,8,1,"Comercio de alimentos, bebidas y tabaco",2020-T4
1,72,290,30314.0,2,2020,4803,4,8,2,"Comercio de alimentos, bebidas y tabaco",2020-T4
1,40,290,72313.0,3,2020,4000,4,8,1,Construcción,2020-T4
1,33,290,30113.0,2,2020,4803,4,8,1,"Comercio de alimentos, bebidas y tabaco",2020-T4
1,37,285,30314.0,2,2020,4803,4,7,1,"Comercio de alimentos, bebidas y tabaco",2020-T4
1,25,570,81332.0,6,2020,8501,4,12,1,"Enseñanza inicial y primaria, secundaria, terciaria, universitaria y de posgrado",2020-T4
1,25,262,30333.0,5,2020,4808,4,12,1,Tiendas no especializadas con predominancia de alimento y bebidas,2020-T4
1,31,238,10333.0,4,2020,6500,4,12,2,"Seguros, reaseguros y fondos de pensiones, excepto los planes de seguridad social de afiliación obligatoria",2020-T4
1,38,238,30113.0,4,2020,4808,4,12,1,Tiendas no especializadas con predominancia de alimento y bebidas,2020-T4
1,47,235,55314.0,2,2020,9700,4,12,2,Actividades de los hogares como empleadores de personal doméstico,2020-T4
1,50,235,35323.0,4,2020,6100,4,12,1,Telecomunicaciones,2020-T4
1,41,369,10333.0,6,2020,8401,4,12,1,Servicios de la administración pública y prestación pública de servicios a la comunidad,2020-T4
1,55,212,30113.0,6,2020,5601,4,12,1,"Servicios de expendio de comidas y bebidas, excepto por vendedores ambulantes",2020-T4
1,24,215,30113.0,4,2020,5601,4,12,2,"Servicios de expendio de comidas y bebidas, excepto por vendedores ambulantes",2020-T4
1,20,213,30113.0,5,2020,5601,4,12,1,"Servicios de expendio de comidas y bebidas, excepto por vendedores ambulantes",2020-T4
1,29,337,10333.0,6,2020,8401,4,12,1,Servicios de la administración pública y prestación pública de servicios a la comunidad,2020-T4
1,41,139,80113.0,4,2020,2500,4,15,1,"Fabricación de productos elaborados de metal y servicios de trabajos de metales, excepto máquinas y",2020-T4
1,35,340,34314.0,4,2020,4904,4,8,1,Transporte automotor de cargas,2020-T4
1,27,340,82314.0,4,2020,3001,4,8,1,Construcción de buques y otras embarcaciones,2020-T4
1,36,275,72314.0,2,2020,4000,4,8,1,Construcción,2020-T4
1,52,140,55314.0,2,2020,9700,4,8,2,Actividades de los hogares como empleadores de personal doméstico,2020-T4
1,52,149,58113.0,2,2020,8102,4,15,1,Servicios de paisajismo y jardinería,2020-T4
1,24,167,35323.0,6,2020,6000,4,15,1,Actividades de programación y difusión de radio y televisión,2020-T4
1,51,127,55314.0,2,2020,9700,4,8,2,Actividades de los hogares como empleadores de personal doméstico,2020-T4
1,23,127,72314.0,3,2020,4000,4,8,1,Construcción,2020-T4
1,28,137,5002.0,3,2020,4000,4,15,1,Construcción,2020-T4
1,49,588,82123.0,3,2020,1400,4,7,2,"Confección de prendas de vestir, terminación y teñido de pieles",2020-T4
1,40,304,10332.0,6,2020,4000,4,7,1,Construcción,2020-T4
1,42,275,41132.0,5,2020,8509,4,7,2,Otros tipos de enseñanza n.c.p.,2020-T4
1,42,393,55314.0,2,2020,9700,4,7,2,Actividades de los hogares como empleadores de personal doméstico,2020-T4
1,37,175,10333.0,6,2020,8401,4,8,2,Servicios de la administración pública y prestación pública de servicios a la comunidad,2020-T4
1,37,322,41332.0,6,2020,8501,4,8,2,"Enseñanza inicial y primaria, secundaria, terciaria, universitaria y de posgrado",2020-T4
1,36,244,72313.0,3,2020,4000,4,7,1,Construcción,2020-T4
1,52,205,80112.0,6,2020,1800,4,7,1,Actividades de impresión y servicios de apoyo; reproducción de grabaciones,2020-T4
1,47,208,10333.0,6,2020,8401,4,7,1,Servicios de la administración pública y prestación pública de servicios a la comunidad,2020-T4
1,29,447,82313.0,1,2020,4502,4,7,1,"Mantenimiento y reparación de vehículos automotores, excepto motocicletas",2020-T4
1,35,175,10313.0,6,2020,8401,4,15,2,Servicios de la administración pública y prestación pública de servicios a la comunidad,2020-T4
1,37,185,32314.0,4,2020,0048,4,15,1,"Comercio, excepto de vehículos automotores y motocicletas",2020-T4
1,52,207,53113.0,4,2020,1009,4,15,1,Elaboración de productos alimenticios n.c.p.,2020-T4
1,38,176,30203.0,4,2020,4808,4,15,1,Tiendas no especializadas con predominancia de alimento y bebidas,2020-T4
1,33,148,30333.0,4,2020,4807,4,15,2,"Comercio de mercaderías n.c.p., incluso mercaderías usadas",2020-T4
1,30,176,10333.0,4,2020,8401,4,15,2,Servicios de la administración pública y prestación pública de servicios a la comunidad,2020-T4
1,28,186,48313.0,4,2020,8401,4,15,1,Servicios de la administración pública y prestación pública de servicios a la comunidad,2020-T4
1,28,146,40331.0,6,2020,8600,4,15,1,Actividades de atención a la salud humana,2020-T4
1,45,247,34323.0,2,2020,4903,4,7,1,Transporte automotor de pasajeros,2020-T4
1,24,256,32314.0,3,2020,4808,4,7,1,Tiendas no especializadas con predominancia de alimento y bebidas,2020-T4
1,58,167,30113.0,2,2020,4808,4,7,2,Tiendas no especializadas con predominancia de alimento y bebidas,2020-T4
1,29,173,30113.0,3,2020,4808,4,7,2,Tiendas no especializadas con predominancia de alimento y bebidas,2020-T4
1,48,140,72113.0,1,2020,4000,4,8,1,Construcción,2020-T4
1,30,118,72314.0,4,2020,4000,4,8,1,Construcción,2020-T4
1,42,179,56314.0,4,2020,8600,4,8,2,Actividades de atención a la salud humana,2020-T4
1,46,179,56314.0,4,2020,8600,4,8,1,Actividades de atención a la salud humana,2020-T4
1,25,179,34314.0,3,2020,4803,4,8,1,"Comercio de alimentos, bebidas y tabaco",2020-T4
1,28,179,72314.0,4,2020,4000,4,8,1,Construcción,2020-T4
1,42,179,58313.0,3,2020,8401,4,8,2,Servicios de la administración pública y prestación pública de servicios a la comunidad,2020-T4
1,46,179,72314.0,2,2020,4000,4,8,1,Construcción,2020-T4
1,20,179,33114.0,3,2020,4810,4,8,1,Venta al por menor en puestos móviles y no realizadas en tiendas n.c.p.,2020-T4
1,48,164,80113.0,1,2020,1009,4,8,2,Elaboración de productos alimenticios n.c.p.,2020-T4
1,28,164,72313.0,2,2020,4000,4,8,1,Construcción,2020-T4
1,57,248,56314.0,3,2020,6100,4,8,2,Telecomunicaciones,2020-T4
1,30,248,41332.0,5,2020,8501,4,8,2,"Enseñanza inicial y primaria, secundaria, terciaria, universitaria y de posgrado",2020-T4
1,26,248,30313.0,3,2020,4803,4,8,1,"Comercio de alimentos, bebidas y tabaco",2020-T4
1,45,220,10333.0,6,2020,8401,4,8,2,Servicios de la administración pública y prestación pública de servicios a la comunidad,2020-T4
1,44,220,48313.0,4,2020,8401,4,8,1,Servicios de la administración pública y prestación pública de servicios a la comunidad,2020-T4
1,24,220,48313.0,4,2020,8401,4,8,1,Servicios de la administración pública y prestación pública de servicios a la comunidad,2020-T4
1,50,290,41332.0,6,2020,8501,4,8,2,"Enseñanza inicial y primaria, secundaria, terciaria, universitaria y de posgrado",2020-T4
1,38,869,45312.0,6,2020,8401,4,8,2,Servicios de la administración pública y prestación pública de servicios a la comunidad,2020-T4
1,48,311,40331.0,6,2020,8600,4,8,2,Actividades de atención a la salud humana,2020-T4
1,52,312,30314.0,2,2020,4803,4,8,1,"Comercio de alimentos, bebidas y tabaco",2020-T4
1,49,325,55314.0,3,2020,9700,4,8,2,Actividades de los hogares como empleadores de personal doméstico,2020-T4
1,25,325,20313.0,4,2020,4803,4,8,2,"Comercio de alimentos, bebidas y tabaco",2020-T4
1,35,325,82313.0,4,2020,4502,4,8,1,"Mantenimiento y reparación de vehículos automotores, excepto motocicletas",2020-T4
1,65,349,34313.0,3,2020,4903,4,8,1,Transporte automotor de pasajeros,2020-T4
1,37,821,11131.0,6,2020,6900,4,8,1,Actividades jurídicas y de contabilidad,2020-T4
1,60,597,40111.0,6,2020,8600,4,8,2,Actividades de atención a la salud humana,2020-T4
1,64,597,40312.0,6,2020,8501,4,8,1,"Enseñanza inicial y primaria, secundaria, terciaria, universitaria y de posgrado",2020-T4
1,37,821,36313.0,3,2020,4807,4,8,1,"Comercio de mercaderías n.c.p., incluso mercaderías usadas",2020-T4
1,26,312,92333.0,5,2020,8200,4,8,1,Actividades administrativas de oficinas y otras actividades auxiliares de las empresas,2020-T4
1,44,261,47314.0,2,2020,8401,4,8,1,Servicios de la administración pública y prestación pública de servicios a la comunidad,2020-T4
1,37,147,48313.0,4,2020,8401,4,8,2,Servicios de la administración pública y prestación pública de servicios a la comunidad,2020-T4
1,34,147,10333.0,6,2020,8401,4,8,1,Servicios de la administración pública y prestación pública de servicios a la comunidad,2020-T4
1,25,147,35333.0,5,2020,8200,4,8,1,Actividades administrativas de oficinas y otras actividades auxiliares de las empresas,2020-T4
1,55,312,55314.0,2,2020,9700,4,12,2,Actividades de los hogares como empleadores de personal doméstico,2020-T4
1,50,234,10312.0,6,2020,8401,4,12,1,Servicios de la administración pública y prestación pública de servicios a la comunidad,2020-T4
1,39,522,41332.0,6,2020,8509,4,12,2,Otros tipos de enseñanza n.c.p.,2020-T4
1,38,518,40111.0,4,2020,4805,4,12,1,"Comercio de materiales de construcción, artículos de ferretería, plomería, pinturería, espejos y artículos",2020-T4
1,57,370,34323.0,4,2020,4803,4,12,1,"Comercio de alimentos, bebidas y tabaco",2020-T4
1,32,378,41332.0,6,2020,8509,4,12,2,Otros tipos de enseñanza n.c.p.,2020-T4
1,32,186,72323.0,3,2020,4000,4,12,1,Construcción,2020-T4
1,49,191,47113.0,2,2020,8000,4,12,1,Actividades de investigación y seguridad,2020-T4
1,67,222,5002.0,3,2020,4502,4,12,1,"Mantenimiento y reparación de vehículos automotores, excepto motocicletas",2020-T4
1,22,196,50111.0,4,2020,9000,4,12,1,Actividades artísticas y de espectáculos,2020-T4
1,47,192,53314.0,3,2020,5601,4,12,1,"Servicios de expendio de comidas y bebidas, excepto por vendedores ambulantes",2020-T4
1,31,167,82313.0,3,2020,4502,4,12,1,"Mantenimiento y reparación de vehículos automotores, excepto motocicletas",2020-T4
1,34,250,30313.0,4,2020,4803,4,12,1,"Comercio de alimentos, bebidas y tabaco",2020-T4
1,34,252,41332.0,6,2020,8501,4,12,2,"Enseñanza inicial y primaria, secundaria, terciaria, universitaria y de posgrado",2020-T4
1,64,194,32314.0,3,2020,4808,4,12,1,Tiendas no especializadas con predominancia de alimento y bebidas,2020-T4
1,36,192,10333.0,4,2020,8401,4,12,1,Servicios de la administración pública y prestación pública de servicios a la comunidad,2020-T4
1,36,272,48313.0,4,2020,8401,4,12,1,Servicios de la administración pública y prestación pública de servicios a la comunidad,2020-T4
1,22,233,72113.0,4,2020,4000,4,12,1,Construcción,2020-T4
1,50,230,40111.0,6,2020,7500,4,12,1,Actividades veterinarias,2020-T4
1,50,232,10313.0,4,2020,8501,4,12,2,"Enseñanza inicial y primaria, secundaria, terciaria, universitaria y de posgrado",2020-T4
1,55,229,72313.0,2,2020,4000,4,12,1,Construcción,2020-T4
1,25,234,30333.0,4,2020,4803,4,12,2,"Comercio de alimentos, bebidas y tabaco",2020-T4
1,49,202,80113.0,4,2020,2500,4,12,1,"Fabricación de productos elaborados de metal y servicios de trabajos de metales, excepto máquinas y",2020-T4
1,39,499,34113.0,1,2020,9609,4,12,1,Servicios personales n.c.p.,2020-T4
1,22,293,72314.0,4,2020,4000,4,12,1,Construcción,2020-T4
1,22,296,57314.0,5,2020,9700,4,12,2,Actividades de los hogares como empleadores de personal doméstico,2020-T4
1,23,295,57314.0,5,2020,9700,4,12,2,Actividades de los hogares como empleadores de personal doméstico,2020-T4
1,24,290,72314.0,4,2020,3501,4,12,1,"Generación, transmisión y distribución de energía eléctrica",2020-T4
1,62,319,58313.0,1,2020,9603,4,12,1,Pompas fúnebres y servicios conexos,2020-T4
1,46,326,55314.0,1,2020,9700,4,12,2,Actividades de los hogares como empleadores de personal doméstico,2020-T4
1,36,200,46311.0,4,2020,8401,4,12,2,Servicios de la administración pública y prestación pública de servicios a la comunidad,2020-T4
1,39,281,35123.0,3,2020,5300,4,12,1,Correo y servicios de mensajería,2020-T4
1,45,184,55314.0,5,2020,9700,4,12,2,Actividades de los hogares como empleadores de personal doméstico,2020-T4
1,58,179,40312.0,6,2020,8600,4,12,1,Actividades de atención a la salud humana,2020-T4
1,59,184,82123.0,6,2020,1400,4,12,2,"Confección de prendas de vestir, terminación y teñido de pieles",2020-T4
1,39,187,35323.0,4,2020,5300,4,12,1,Correo y servicios de mensajería,2020-T4
1,42,196,57113.0,4,2020,9602,4,12,2,Servicios de peluquería y tratamientos de belleza,2020-T4
1,65,234,34323.0,2,2020,4903,4,12,1,Transporte automotor de pasajeros,2020-T4
1,28,168,80313.0,4,2020,1600,4,12,1,"Producción de madera y fabricación de productos de madera y corcho, excepto muebles; fabricación",2020-T4
1,53,219,55314.0,3,2020,9700,4,12,2,Actividades de los hogares como empleadores de personal doméstico,2020-T4
1,53,367,10201.0,4,2020,8800,4,12,2,Servicios sociales sin alojamiento,2020-T4
1,25,361,35323.0,4,2020,4803,4,12,1,"Comercio de alimentos, bebidas y tabaco",2020-T4
1,55,463,53113.0,2,2020,5601,4,12,2,"Servicios de expendio de comidas y bebidas, excepto por vendedores ambulantes",2020-T4
1,27,458,10313.0,5,2020,8600,4,12,1,Actividades de atención a la salud humana,2020-T4
1,34,365,55314.0,4,2020,9700,4,12,2,Actividades de los hogares como empleadores de personal doméstico,2020-T4
1,65,181,72313.0,3,2020,8401,4,12,1,Servicios de la administración pública y prestación pública de servicios a la comunidad,2020-T4
1,31,210,10313.0,6,2020,8600,4,12,1,Actividades de atención a la salud humana,2020-T4
1,37,239,90313.0,4,2020,1400,4,8,1,"Confección de prendas de vestir, terminación y teñido de pieles",2020-T4
1,41,239,80202.0,4,2020,1400,4,8,2,"Confección de prendas de vestir, terminación y teñido de pieles",2020-T4
1,50,431,55314.0,3,2020,9700,4,8,2,Actividades de los hogares como empleadores de personal doméstico,2020-T4
1,47,431,5002.0,3,2020,4000,4,8,1,Construcción,2020-T4
1,47,257,82113.0,6,2020,9503,4,8,1,Reparación de efectos de uso personal y doméstico,2020-T4
1,45,257,53113.0,5,2020,1009,4,8,2,Elaboración de productos alimenticios n.c.p.,2020-T4
1,21,257,82314.0,4,2020,9503,4,8,1,Reparación de efectos de uso personal y doméstico,2020-T4
1,19,257,82314.0,5,2020,9503,4,8,1,Reparación de efectos de uso personal y doméstico,2020-T4
